time,Building 1,Building 2,Building 3,Building 4,Building 5,Building 6,Building 7,Building 8,Building 9,Building 10,Building 11,Building 12,Building 13,Building 14,Building 15,Building 16,Building 17,Building 18,Building 19,Building 20,Building 21,Building 22,Building 23,Building 24,Building 25,Building 26,Building 27,Building 28,Total,costData,Emissions,,GHI,Solar_Power,,,,Solar_Power_2,,"Solar Power (kW, 22 Panel)",
511,3.899714689,6.245845811,3.661675296,3.435279852,3.248744066,3.937331764,3.255095697,3.284249022,4.321369718,3.298930054,3.552396895,2.550189498,3.653934723,3.868431713,3.107021377,3.928132736,3.783447406,5.414844324,2.99253904,2.933878952,3.13588823,4.183422218,2.898981198,4.578202696,3.112420066,3.538011463,2.838920857,3.864132496,102.5230319,0.10388,0.588649,0.648818463,0,0,3.899714689,3.899714689,0.405102362,0,,0,
512,4.010909993,3.82368657,3.811711418,3.417231027,3.788661611,3.510255044,3.733698859,4.374903396,3.581711686,3.697601599,2.55353559,2.550313494,3.974108802,3.04660106,2.960054672,4.03998505,3.334126169,5.142568969,3.352553298,3.374463435,2.78955575,2.960289102,2.80415779,3.529615789,2.6054544,3.4683468,2.923473384,3.847934072,97.00750883,0.10388,0.586797,0.397204561,15,0.095646,3.915263993,3.915263993,0.406717624,0.02517,,0.110748,
513,6.449713703,3.82916407,3.413967155,3.390135757,3.608619668,3.396764164,3.713495256,3.616060947,3.088165568,3.364136864,2.012614577,2.908720986,3.76255816,2.895813176,2.535726851,3.754992591,3.020819193,3.547631663,2.646764978,3.10027186,2.666312262,3.926277677,2.907539635,3.225560228,4.134945176,3.541102692,2.936283052,2.709387396,94.10354531,0.10388,0.585171,0.397773564,125,0.79705,5.652663703,5.652663703,0.587198705,0.20975,,0.9229,
514,3.772942788,3.898063507,3.318051886,2.994215219,3.97631888,3.214836671,2.893554488,4.694858,2.868098919,3.040223292,2.027542666,2.602110363,3.186199601,3.683952609,2.553018264,3.686900675,3.315100071,3.753906331,5.398896678,2.805106612,3.057107444,3.438215685,2.924215312,3.147371942,4.225497048,3.586593621,2.938559426,3.184988217,94.18644622,0.10388,0.687267,0.404930837,364,2.3210096,1.451933188,1.451933188,0.15082682,0.610792,,2.6874848,
515,3.099093881,3.250277078,2.383670424,3.309184488,2.609675677,3.20785007,2.226515026,3.019999401,2.21062651,2.648324923,1.587590635,2.249243535,2.113432116,2.702413105,2.960693671,3.04674071,2.418522947,3.404552419,4.810560547,2.704139132,2.740393275,3.354483184,3.156184959,3.521123365,2.718963677,2.955611173,2.444504262,2.989363555,79.84373374,0.10388,0.702236,0.337638783,501,3.1945764,-0.095482519,0,0,0.840678,,3.6989832,
516,3.062907185,3.019398764,2.539631388,3.279298849,2.670005052,5.984646071,1.987233697,3.621236505,2.403987905,2.05811798,1.849854742,4.911176827,2.245710974,2.06361618,3.778754512,2.885906366,2.727349779,3.431612046,2.551655827,2.079736458,2.567542506,3.138607111,3.191537946,3.26639472,2.0514076,2.095471294,2.490661948,2.907721344,80.86118158,0.10388,0.70836,0.313655144,582,3.7110648,-0.648157615,0,0,0.976596,,4.2970224,
517,2.567270564,2.663822308,2.945777325,3.075360382,2.29187296,3.825369741,2.039032464,2.809165834,3.041455347,2.048610409,2.374019601,3.299923132,2.784058489,2.257862225,2.213242365,3.132592347,3.786216419,3.200607893,2.304037261,1.76187257,2.736280237,2.70093199,2.628713849,2.769078398,2.020280453,2.480329613,2.269236778,2.862985759,74.89000671,0.10388,0.688326,0.276717861,601,3.8322164,-1.264945836,0,0,1.008478,,4.4373032,
518,2.692115601,2.395588097,5.460051931,2.482690939,1.889399776,2.554667941,2.083053176,2.368358442,2.813864689,2.291881236,1.836595906,2.413335883,2.571903094,2.172072833,1.896696964,2.507877808,2.1089954,2.661037947,2.063305523,1.620810495,2.202940501,2.277695329,2.182141887,2.432853104,2.380278462,2.389266144,2.212308916,2.364820821,67.32660884,0.1394,0.604487,0.333944981,555,3.538902,-0.846786399,0,0,0.93129,,4.097676,
519,3.412330845,3.045170456,3.38361717,2.645737259,2.558431223,3.371964319,2.362893487,3.942758163,2.656377979,3.222711849,1.575520647,3.238902504,2.407097823,2.881043757,2.042535222,2.638087025,2.33377796,3.291688532,2.726364665,1.87407647,2.34823093,3.170936475,2.338560856,2.670836346,2.716932154,2.238408817,2.283386395,2.781960746,76.16034007,0.1394,0.588914,0.424496762,449,2.8630036,0.549327245,0.549327245,0.076576218,0.753422,,3.3150568,
520,2.823881739,2.887602232,2.460510866,2.639690724,3.619487646,3.109060737,2.026674976,2.722967406,2.105857549,2.035464355,1.435100222,3.073346088,1.826721436,2.392863383,1.887628027,2.463183296,2.598728759,3.077944628,2.807702638,1.781794747,2.047316065,2.833899208,2.633405818,2.908327687,2.353516647,2.047727334,2.081554708,2.049958753,68.73191767,0.17493,0.592883,0.505128258,292,1.8619088,0.961972939,0.961972939,0.168277926,0.489976,,2.1558944,
521,3.162502178,2.74143913,2.302916474,2.445096368,3.074085547,3.261554243,2.654670377,2.435495419,2.646690998,2.180486736,1.552953882,3.116667661,1.946653552,2.911258836,2.389573031,3.489543951,3.344541046,2.871018191,2.067539363,1.94415792,2.181899185,2.915323633,3.151971493,3.761313833,3.91439184,2.59928016,2.699736211,3.031593065,76.79435432,0.17493,0.608909,0.479559947,108,0.6886512,2.473850978,2.473850978,0.432750752,0.181224,,0.7973856,
522,4.255293488,3.654091569,3.251833644,3.464672178,3.068442849,3.826725755,3.818934948,2.666553774,3.73847607,2.621695103,2.800587326,3.614079763,2.325290017,3.542487137,2.688691588,3.877662607,3.84101295,3.512725949,2.863672216,3.004622266,2.722328687,3.517225385,3.947822592,3.603811485,2.994711678,3.567708626,2.813282975,2.958308205,92.56275083,0.17493,0.439909,0.639210238,0,0,4.255293488,4.255293488,0.74437849,0,,0,
523,5.089314756,5.150491337,4.838786829,4.155293584,3.890172625,3.84329631,4.042961417,4.40441649,3.847577624,3.686161748,2.999835393,3.672694995,3.560285225,3.265533606,3.447835274,6.771574403,4.832229802,4.474380872,4.690354247,4.158714212,3.710448409,3.337311281,3.6968943,3.460720405,2.764325766,4.13336501,2.776773005,3.253252346,111.9550013,0.17493,0.444785,0.90097545,0,0,5.089314756,5.089314756,0.89027383,0,,0,
524,4.000509624,4.133283043,3.519560824,3.631871415,3.473360461,4.530350813,4.319773039,4.421932697,4.703222095,3.329354449,3.077189979,2.848730366,4.23627451,3.167814768,2.720815563,5.16565847,4.082917669,5.798081595,3.454708938,3.765870983,3.200686604,3.737056233,3.083791921,3.899800441,3.094793092,3.808556919,3.084542802,3.019870639,105.31038,0.10388,0.373609,0.429365443,0,0,4.000509624,4.000509624,0.41557294,0,,0,
525,3.735011011,4.380296841,3.958417918,3.677347862,3.42138857,4.678739592,3.485398649,3.26756575,3.740960819,3.224853117,2.767997656,3.276766949,3.740668066,3.310874749,4.306751166,4.264507866,3.684811409,5.494133668,3.141921225,3.591209971,2.846418836,3.036777089,3.12425944,3.705207773,3.233347685,3.737650576,2.955615003,3.313325352,101.1022246,0.10388,0.367107,0.455025236,0,0,3.735011011,3.735011011,0.387992944,0,,0,
526,5.497376465,4.42767691,3.773317363,3.600837618,3.954226232,6.337456893,3.897210198,3.857009215,3.396389692,4.282831621,2.517890886,2.861150604,3.214276052,3.672909559,5.070995176,4.689272502,3.475929458,5.10941669,2.757182509,3.298694228,2.846891621,3.073189919,3.04281154,3.413624027,2.803098625,3.764229333,3.332928581,3.284791916,105.2536154,0.10388,0.439984,0.459947077,0,0,5.497376465,5.497376465,0.571067467,0,,0,
527,5.421330108,4.072558177,3.333933012,3.082780732,4.01161271,3.389151262,3.661528216,3.841113511,3.73150394,3.890112588,2.792751918,3.230559472,2.937873388,3.351536231,3.031026552,4.348380609,3.328049591,3.813125949,3.056824032,3.007808666,3.359970387,3.441110684,3.388040736,3.331418025,2.6811559,3.426557773,3.101081443,3.161190627,97.22408624,0.10388,0.602408,0.423057343,0,0,5.421330108,5.421330108,0.563167772,0,,0,
528,3.224681765,3.478897477,2.989420253,3.080935979,3.443180503,3.215326555,2.849882156,3.169362424,3.805649356,3.854023501,2.55021543,2.983300684,2.963612274,2.531849876,3.015852885,3.41995399,2.869802279,3.369885294,2.673341367,2.602969819,3.264975266,3.215392879,2.975796746,3.299286015,2.688017095,2.983596815,2.627094258,2.730516226,85.87681917,0.10388,0.59345,0.36138787,0,0,3.224681765,3.224681765,0.334979942,0,,0,
529,3.551565068,3.764707445,3.2579872,3.020695406,3.255379347,3.432899989,3.197143002,2.961121757,3.483311709,3.587600601,2.109199508,2.697562664,2.591572787,2.80170719,2.991689546,3.788511555,3.126586462,3.508753986,2.596840657,2.785508387,3.083348382,3.021287407,2.921881516,3.249127378,2.624114913,3.251918982,2.973326916,2.643291411,86.27864117,0.10388,0.586041,0.391077809,0,0,3.551565068,3.551565068,0.368936579,0,,0,
530,3.352161587,3.586083697,3.095333403,3.047269882,2.912606855,3.620324905,2.989965078,2.824778911,2.841120982,2.993070712,2.068497905,2.681550232,2.465578736,2.702694457,2.908331611,3.935898355,3.015977349,3.427284832,2.568983441,2.601557746,2.784341499,3.014900854,2.912329662,3.597819126,2.635814418,3.074075378,2.390911157,2.654787676,82.70405045,0.10388,0.58846,0.372522374,0,0,3.352161587,3.352161587,0.348222546,0,,0,
531,2.967030124,3.192054056,3.105124465,3.05765046,2.611259086,3.505195951,2.65429457,2.578413562,2.639126821,2.622106583,1.874640933,2.696198667,2.270370133,2.437022579,2.56253242,3.816903959,3.055486316,3.242590951,2.59154437,2.328750647,2.78498277,3.032047639,2.88299736,3.273748062,3.002382678,2.7172056,2.589579484,2.670547948,78.76178819,0.10388,0.593147,0.331590575,0,0,2.967030124,2.967030124,0.308215089,0,,0,
532,2.984379445,3.245128186,3.410749772,3.048554705,2.627465041,3.024492089,2.873290755,2.606939523,2.659964862,2.639970646,1.872423054,2.689858862,2.300851606,2.466883095,2.54630789,3.274017013,3.356024559,3.435910098,2.578360591,2.344424545,2.770057076,3.021820764,2.915574702,3.258881143,2.636654584,2.716224346,2.866686866,2.659953963,78.83184978,0.10388,0.707604,0.337103916,0,0,2.984379445,2.984379445,0.310017337,0,,0,
533,2.859141873,3.156751491,2.748153409,3.057553678,2.559968834,3.296631358,2.575569528,2.547206733,2.600228924,2.568826367,1.85110278,2.69999386,2.252284974,2.419909954,2.918005393,3.14564272,2.949769228,3.234899808,2.588693343,2.273962326,2.787655923,3.032838353,3.185036187,3.268225629,2.488957763,3.010725535,2.224165883,2.668522116,76.97042397,0.10388,0.677364,0.327923345,0,0,2.859141873,2.859141873,0.297007658,0,,0,
534,3.069565238,2.973440021,3.170715863,3.073184144,2.419465245,3.576447274,2.770441985,2.419393248,2.792624094,2.43838703,2.084936987,3.102248342,2.4731363,2.730048586,2.9079952,2.965699573,3.722029052,3.096266281,2.561493028,2.147952817,2.801482212,3.369883678,2.936181002,3.304025111,2.625848533,3.56194401,2.066901422,2.681592724,79.843329,0.10388,0.717318,0.308880949,0,0,3.069565238,3.069565238,0.318866437,0,,0,
535,3.472375206,3.493788727,6.333576279,3.50148333,2.520140663,3.182263468,3.106399415,3.281116185,3.31988767,3.144663473,2.413641946,2.735744388,2.740910929,3.419657628,2.64968375,3.088732686,3.211221227,3.566819596,3.047278509,2.76400333,3.325683513,3.797630471,3.06942382,3.682648295,2.629514884,3.712365548,2.462183246,3.087247422,90.7600856,0.10388,0.53917,0.362934773,0,0,3.472375206,3.472375206,0.360710336,0,,0,
536,2.815242595,3.697462169,3.014206891,3.594458901,2.467829814,2.896302204,3.468350124,4.605160531,3.021895468,2.79025107,2.223085147,2.955254689,2.699690702,2.833628925,2.624041442,3.067373255,3.787837316,3.570359957,2.933300737,2.622603704,3.272182584,3.312926054,3.944175171,4.099568288,2.71642429,3.653923183,2.517958367,3.473039635,88.67853321,0.10388,0.660203,0.38409237,21,0.1339044,2.681338195,2.681338195,0.278537412,0.035238,,0.1550472,
537,2.332528231,2.657021916,2.854400731,3.414258177,2.066951922,2.513932778,3.529625657,4.627035555,3.192988444,2.509228586,2.025197572,2.725179749,2.703461792,2.40665598,2.247072,2.577240685,3.21823752,3.513153723,2.231593323,2.314739035,2.896440212,3.655237338,5.635144326,3.154264423,2.34015816,2.719608555,2.275246817,2.780059959,81.11666317,0.10388,0.467578,0.276011437,190,1.211516,1.121012231,1.121012231,0.116450751,0.31882,,1.402808,
538,1.624765088,2.299917344,1.710972676,2.289172413,2.561690481,2.192548819,2.720062689,1.922479044,2.045292179,1.529237394,1.540873834,2.04278089,1.67836403,1.891906199,1.616582542,1.866494584,2.583218988,2.81164731,1.547131999,2.219134211,2.057074389,6.288382003,5.263694674,2.08553074,1.837029563,1.623468143,1.70714811,1.7792464,63.33584674,0.10388,0.421236,0.238915414,367,2.3401388,-0.715373712,0,0,0.615826,,2.7096344,
539,1.233067072,1.840720415,1.922846139,1.364552407,2.583299755,1.722004177,2.111903937,1.57723008,1.155972027,1.119433277,1.588001046,2.148520184,1.017329978,1.53441043,1.407349214,1.350201895,2.429428903,1.698173474,1.534785591,1.788656659,1.97876141,5.695814566,2.791274129,1.799520091,1.549396803,1.552647252,1.268202586,1.292596128,51.05609963,0.10388,0.429816,0.191214037,505,3.220082,-1.987014928,0,0,0.84739,,3.728516,
540,1.137675468,1.377434965,2.325528712,1.24453177,1.06215559,1.748549996,1.840266763,1.361021062,1.008935776,0.970145431,1.569405696,1.423466219,0.890405257,1.773091683,1.278633964,1.668632747,1.809811413,1.476140607,1.995710065,1.238258253,1.844608575,1.616778473,2.150798647,2.214254744,1.845039323,1.317264203,1.328782391,3.291861789,44.80918958,0.10388,0.469279,0.143087944,587,3.7429468,-2.605271332,0,0,0.984986,,4.3339384,
541,1.804287171,1.956635578,4.951292217,1.389108068,1.248470056,4.335876577,1.660615847,1.709959339,1.823669594,3.691262974,1.781123249,1.197966832,1.080114516,2.012517872,1.172455094,2.135346804,2.076230256,1.763348118,1.709501948,1.8529284,1.967373597,1.812803831,1.59867887,1.827260493,2.068998937,1.261671628,2.025846736,2.658336529,56.57368113,0.10388,0.554252,0.203255304,602,3.8385928,-2.034305629,0,0,1.010156,,4.4446864,
542,1.784188084,1.999511605,1.491329819,1.248194315,1.497095248,4.341883619,1.192332619,1.703424523,1.336034674,1.407897556,1.64488061,1.040369314,1.411987913,1.415267637,1.017731453,1.345462141,2.160468253,2.01848211,1.064871996,1.375673216,1.397049643,1.95704646,1.754113018,1.713413331,1.792524876,1.076715096,2.143597465,1.181927797,45.51347439,0.1394,0.410387,0.278731918,554,3.5325256,-1.748337516,0,0,0.929612,,4.0902928,
543,1.291454466,1.908811186,1.49573079,1.46597413,1.32825098,2.282670045,0.964101731,1.223033771,1.331415905,1.436029386,1.467510967,1.275217375,1.47844193,0.983989809,1.158102148,1.202039275,2.287740734,2.100014961,0.910241565,0.887348849,0.984938172,2.044376053,2.024977017,1.558322143,1.204043101,0.956729162,1.227016447,0.970867932,39.44939003,0.1394,0.411181,0.266088279,447,2.8502508,-1.558796334,0,0,0.750066,,3.3002904,
544,1.075361315,1.481587614,1.475754677,1.242539403,1.489588647,1.424898322,0.932048748,0.991365681,1.219861146,1.232393394,0.998454145,1.153758303,1.797183341,1.365178044,2.776693501,1.165574393,1.047955197,1.848332232,0.862028927,1.303058738,1.229938093,1.116747316,1.313640431,1.207016732,0.871754875,1.17482986,0.893895755,1.296853931,35.98829276,0.17493,0.434428,0.259174121,292,1.8619088,-0.786547485,0,0,0.489976,,2.1558944,
545,4.291172545,1.349020193,2.399072395,1.199478919,3.405709302,1.527410335,1.076567872,1.120250245,1.12035733,1.14648334,0.835618815,1.34330393,5.73000134,2.178073828,1.620425368,1.297728019,1.84700783,1.647579492,1.346748272,1.597184095,1.340162127,1.146958225,1.607854488,1.240918476,1.218414669,1.575484349,0.945199704,1.408626522,48.56281202,0.17493,0.333466,0.235984102,110,0.701404,3.589768545,3.589768545,0.627958212,0.18458,,0.812152,
546,2.727310001,2.545390923,1.376396537,1.335862872,1.72432313,1.705150629,1.559769617,1.714198349,2.242034201,1.700239201,0.920487241,2.088417498,1.974704278,1.947163437,1.519742499,1.915519091,2.09856978,3.507725084,1.768776099,1.388327928,1.342518911,1.774962974,2.147463034,1.460637969,1.077067147,1.586122501,1.093203533,2.109541225,50.35162569,0.17493,0.332143,0.445265234,0,0,2.727310001,2.727310001,0.477088338,0,,0,
547,2.107758047,5.400203163,2.07006189,1.941379281,2.207258032,1.878746613,1.62634925,2.207910494,1.700997777,1.770309023,1.379004902,2.02155477,1.661953679,1.902924019,1.79933487,2.27116995,2.159535507,3.469845221,2.319596135,1.762139381,1.552411853,2.683476862,2.484441158,1.677453942,1.74662893,1.877860247,1.530780224,1.722634966,58.93372019,0.17493,0.385629,0.944657539,0,0,2.107758047,2.107758047,0.368710115,0,,0,
548,2.549427263,2.517380612,2.444945409,2.583737426,2.262173893,2.301526005,1.943005297,1.705795486,1.482319239,1.536408937,1.985715424,2.510321003,2.13292267,1.997827797,2.241027382,1.971425629,2.17726085,2.729896406,2.039415908,2.186895914,1.742073098,2.096607308,2.121648318,2.20240798,1.867745744,2.206371762,1.501156281,1.924862782,58.96230182,0.10388,0.372815,0.261505498,0,0,2.549427263,2.549427263,0.264834504,0,,0,
549,2.303186629,2.316438723,2.290465925,2.432202061,1.896306382,2.70128762,1.871736579,1.517302324,1.50551328,1.922367239,1.071160716,1.799673909,2.222712309,2.025356154,1.898771677,2.292542789,1.858835318,2.242112982,1.670812169,2.29282855,1.827895711,2.169354959,2.565839306,2.317298626,1.987906464,2.41180035,1.622422002,1.966129428,57.00026018,0.10388,0.337397,0.240631655,0,0,2.303186629,2.303186629,0.239255027,0,,0,
550,1.790326473,2.619755958,1.817199904,2.545811766,1.60769807,2.674493743,1.665185232,1.995999304,1.996328508,2.43077405,1.445265915,1.523492293,1.816410149,2.235272262,1.960320016,2.673060934,1.630506237,2.082267061,1.38940949,2.371957067,1.60460025,2.353479047,3.291801602,2.389936467,2.237788469,2.568565238,2.067408105,1.712096228,58.49720984,0.10388,0.394587,0.272140249,0,0,1.790326473,1.790326473,0.185979114,0,,0,
551,2.129932381,2.253903631,1.553917327,2.073459345,1.977317182,2.577334991,1.560292433,1.904686473,2.432687422,2.41851445,2.720423409,1.913196504,1.321793827,1.865697663,2.356798953,2.480587284,1.586278239,2.355106334,1.384375132,2.087557404,1.983787861,1.90600227,2.442879565,1.877198777,1.940498939,2.409286653,2.119640025,2.617966952,58.25112143,0.10388,0.609892,0.234135509,0,0,2.129932381,2.129932381,0.221257376,0,,0,
552,2.610626528,1.919984533,1.627213579,1.77644506,1.979575253,2.073041198,1.985587655,1.578783283,2.239450132,2.170486501,4.101734538,2.374729665,1.35274143,1.518655719,2.445276151,4.150569658,1.625063343,2.303282174,1.408122121,1.668392321,2.204603165,1.708104239,1.540505235,1.862251268,1.707355692,1.759966628,1.789616726,3.922448828,59.40461262,0.10388,0.579993,0.199447993,0,0,2.610626528,2.610626528,0.271191884,0,,0,
553,2.248285038,1.741423754,1.515873318,2.000964829,1.483142865,1.615969749,2.269919968,1.441916258,1.659136794,1.5978574,3.392954061,2.164669245,1.278011593,1.746339954,2.381557241,1.788714499,1.870912125,1.926772227,1.338466591,1.296307468,1.714768355,1.564894266,1.467312352,1.758452379,1.715614862,1.440027238,1.267196005,1.535751947,49.22321238,0.10388,0.577876,0.1808991,0,0,2.248285038,2.248285038,0.23355185,0,,0,
554,2.196677696,2.153954462,1.871991301,2.377230561,1.762565902,1.951781853,2.22445937,1.756519089,1.820139765,1.781327968,1.302530002,2.04252076,1.915486841,2.127657586,2.394640431,2.149592284,2.283562243,2.239867386,1.620215134,1.546740013,1.808443072,2.271321726,1.806555177,2.120282647,2.074576759,1.735815246,1.497830682,2.252016498,55.08630246,0.10388,0.581051,0.22375279,0,0,2.196677696,2.196677696,0.228190879,0,,0,
555,2.032732828,2.21273915,1.924271349,2.070813766,1.807678736,2.001933057,1.860873895,2.151163381,1.845156233,1.808936104,1.270412388,1.762578996,2.03474139,1.755903033,1.893233379,2.219320549,1.968207671,2.285796815,1.983960855,1.586892745,1.828560892,2.393967521,1.86823027,2.173558844,1.734429782,1.782330577,1.532669799,2.141561184,53.93265519,0.10388,0.595491,0.229859343,0,0,2.032732828,2.032732828,0.211160286,0,,0,
556,2.263617537,2.502382145,2.171479618,2.257668666,2.474918109,2.260194524,2.0464447,2.475387836,2.081327025,2.040647192,1.424800883,1.923780548,1.848476216,1.931570069,1.885234792,2.503818766,2.172911551,2.598543937,2.356250357,1.794291429,2.032515108,2.230760924,2.093636204,2.857837415,1.87238502,2.023541532,1.731471696,2.612405971,60.46829977,0.10388,0.658313,0.259947457,0,0,2.263617537,2.263617537,0.23514459,0,,0,
557,2.273559294,2.498116466,2.435444731,2.253677327,2.718898471,2.259768665,2.040913205,2.081266147,2.059788731,2.042615619,1.807743304,2.47785754,1.813759205,1.920729805,1.860460345,2.835491514,2.188650485,2.614072211,1.899585442,1.797324809,2.012022992,2.186413712,2.099404631,3.125049929,1.879454964,2.016858351,1.733794262,2.014267056,60.94698921,0.10388,0.592845,0.259504338,0,0,2.273559294,2.273559294,0.236177339,0,,0,
558,2.324249774,2.835635658,3.049105445,2.279847978,2.273877001,2.279133191,2.06744453,2.058560916,2.089448926,2.062019396,1.935849572,3.064668724,2.231852216,1.936710055,1.879206818,2.933148059,2.631865651,2.660707879,1.892808183,2.535980216,2.052736931,2.717178513,2.463480029,2.522135155,1.929649786,2.4688982,1.757212308,2.003115253,64.93652636,0.10388,0.585096,0.294565832,0,0,2.324249774,2.324249774,0.241443067,0,,0,
559,2.964656189,2.980585302,2.580105621,2.817275338,2.10436691,2.775776838,2.561873845,2.067801806,2.467452993,2.433606754,2.487197883,2.625621691,2.342053343,1.951853941,2.22200417,2.587238715,3.13851465,2.69264363,2.293266722,2.721604383,3.346233974,2.790286132,3.017206879,2.466637174,2.406970971,2.618877676,2.226102054,2.494855087,72.18267067,0.10388,0.579313,0.309623201,0,0,2.964656189,2.964656189,0.307968485,0,,0,
560,3.37082986,3.114395814,2.299670129,3.362757272,2.550616757,3.12601656,3.07914769,2.096970845,3.019716564,2.520525206,1.906271764,4.758921657,1.913905409,2.020775676,2.867016261,2.601889137,3.15743133,3.131536165,3.000271866,2.442448122,2.655553346,2.283213643,2.225205408,2.530674061,2.740392707,2.165227022,2.842437798,2.945136121,76.72895419,0.10388,0.579728,0.323523437,17,0.1083988,3.26243106,3.26243106,0.338901339,0.028526,,0.1255144,
561,5.273430436,2.308384056,2.606670315,2.374725519,2.358059767,2.28973292,1.968984099,1.860657957,2.886545053,1.893263107,1.326261883,3.20335179,2.110725857,1.713506101,2.817226041,2.246997173,2.988289871,3.601324983,5.348179998,2.122470609,1.898171748,2.396046097,2.004765734,2.255900717,1.850044068,2.35688962,2.547771436,2.182063797,70.79044075,0.10388,0.581694,0.239794936,193,1.2306452,4.042785236,4.042785236,0.41996453,0.323854,,1.4249576,
562,2.652924763,2.511615566,3.066902452,1.915430806,1.684290749,1.862496978,1.721885625,1.676958133,2.700957604,1.675707864,1.171558106,2.107249206,2.45304513,1.602504691,2.646270525,2.515342629,3.011106524,3.134645787,2.066916928,1.524416331,2.15231294,2.300182688,1.836883253,2.066755848,2.186846707,2.470907698,3.259807615,1.755534532,61.73145768,0.10388,0.583055,0.260906625,370,2.359268,0.293656763,0.293656763,0.030505065,0.62086,,2.731784,
563,3.097095344,3.306333204,1.984118867,2.474624446,2.966636935,2.091269672,2.308104305,3.046886455,2.793883698,1.866912952,1.302547192,2.430562457,2.65469264,2.143247838,2.904459478,3.308433103,2.418221624,3.001810046,2.723179755,1.64798091,2.59599971,2.538429367,2.001308883,2.266658984,4.301627061,2.289176143,3.673368155,1.914990942,72.05256016,0.10388,0.638015,0.343461893,509,3.2455876,-0.148492256,0,0,0.854102,,3.7580488,
564,3.113612875,3.157194953,1.839752276,2.370081074,2.180416613,2.10602287,2.216741704,2.168063349,2.129863864,1.744578897,1.215577793,1.880334718,2.070654664,2.067361716,2.167616259,3.120921846,1.903714755,2.660835522,2.018870883,2.017465901,1.937779038,5.085338205,1.866360985,2.10243337,3.483883,1.786197996,1.892803705,1.766856759,64.07133559,0.10388,0.487649,0.327969412,593,3.7812052,-0.667592325,0,0,0.995054,,4.3782376,
565,2.214498609,3.201238881,2.329274786,1.976137174,2.737417082,2.413914943,1.821977654,2.238018826,1.887801892,1.746761401,2.893598651,2.353324479,2.05664417,2.119340988,1.715213523,3.173232572,1.861514918,3.145713577,2.108980523,5.07914391,2.215218902,2.804462737,2.245053255,2.120654939,1.70742026,1.774337276,1.531419954,1.779693299,65.25200918,0.10388,0.579388,0.332544695,611,3.8959804,-1.681481791,0,0,1.025258,,4.5111352,
566,1.966454649,3.255202109,2.11246444,1.974863436,2.592051463,2.686784813,1.814994764,2.78704522,2.835108482,1.8056204,5.382397101,2.048392212,2.592255221,2.217300223,2.077400802,2.986134232,2.301059979,2.791918497,2.430806161,2.725151086,2.509713234,3.461159812,2.452651906,2.168083666,2.046308652,1.804541396,1.534264052,2.249899972,69.61002798,0.1394,0.582223,0.453775174,560,3.570784,-1.604329351,0,0,0.93968,,4.134592,
567,1.90965196,3.257612001,5.86292191,1.996804421,2.073954619,2.316427649,1.741059085,2.352568909,2.745210385,2.226723371,2.409563199,2.135052499,2.618653776,1.75793147,2.297681712,2.472273179,2.378723557,2.73257775,2.389912834,2.081703348,2.072812217,2.923911168,1.991885587,2.141873117,2.522243343,1.775657189,1.859101103,2.741768226,67.78625959,0.1394,0.580711,0.454111113,454,2.8948856,-0.98523364,0,0,0.761812,,3.3519728,
568,1.879654444,2.999991105,4.813735423,2.344349573,1.721202026,2.108302803,2.077348876,1.988265095,1.62211472,2.242509002,1.209902884,1.66652209,2.537434173,2.019800978,1.722693116,2.088069369,1.860989407,2.643868495,2.534865755,2.45873857,1.736538469,2.342978374,2.243591477,2.378289251,4.684528674,1.683613937,1.856551587,2.237579653,63.70402933,0.17493,0.531874,0.524788444,293,1.8682852,0.011369244,0.011369244,0.001988822,0.491654,,2.1632776,
569,2.593461145,2.919740139,2.359212247,2.105338304,2.725361891,1.933958213,2.482726932,2.077683676,2.11301899,2.024552733,2.199018134,2.126305508,2.58866643,2.164818751,2.341190545,2.121550193,1.87648952,2.730435116,2.207422109,2.27421525,1.781543525,2.003206994,2.942712127,2.445723478,2.439149919,2.342572194,1.972779769,2.165733304,64.05858713,0.17493,0.346733,0.510750143,80,0.510112,2.083349145,2.083349145,0.364440266,0.13424,,0.590656,
570,2.352435802,3.030334207,1.813029503,2.32798528,2.098320612,2.495640773,1.736802781,2.710591056,2.919943536,1.844905728,1.572050026,2.578443564,2.085371844,2.137677055,1.774580748,2.01073668,2.174336472,3.123424857,1.962186151,2.201081438,2.098227109,2.477388821,3.169433816,2.386014506,2.079043319,1.727014497,2.406434455,2.962165204,64.25559984,0.17493,0.345562,0.530096363,0,0,2.352435802,2.352435802,0.411511595,0,,0,
571,2.439050828,2.592060906,2.341539935,2.778619599,2.251106494,3.070809411,2.178565397,2.887610175,1.742824821,2.299486904,3.501388659,1.884574629,2.029543291,2.189835202,2.636421661,2.920556823,2.710945548,3.18797493,2.406753873,2.475128928,2.802822538,2.75964984,3.308425622,2.287583065,1.650342661,2.145404497,1.65447312,5.124170918,72.25767027,0.17493,0.409707,0.453429214,0,0,2.439050828,2.439050828,0.426663161,0,,0,
